,,2001 Population Census - Detailed Tables - Oshikoto ,Population census tables for the Oshikoto region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Detailed Tables - Oshikoto ,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Detailed Tables - Otjozondjupa ,Population census tables for the Otjozondjupa region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Detailed Tables - Otjozondjupa ,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Final Report - Caprivi ,Population census report for the Caprivi region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Final Report - Caprivi ,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Final Report - Erongo ,Population census report for the Erongo region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Final Report - Erongo ,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Final Report - Hardap ,Population census report for the Hardap region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Final Report - Hardap ,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Final Report - Karas ,Population census report for the Karas region or Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Final Report - Karas ,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Final Report - Kavango ,Population census report for the Kavango region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Final Report - Kavango ,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Final Report - Khomas ,Population census report for the Khomas region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Final Report - Khomas ,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Final Report - Kunene ,Population census report for the Kunene region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Final Report - Kunene ,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Final Report - Namibia ,National Population Census report for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Final Report - Namibia ,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Final Report - Ohangwena ,Population census report for the Ohangwena region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Final Report - Ohangwena ,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Final Report - Omaheke ,Population census report for the Omaheke region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Final Report - Omaheke ,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Final Report - Omusati ,Population census report for the Omusati region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Final Report - Omusati ,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Final Report - Oshana ,Population census report for the Oshana region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Final Report - Oshana ,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Final Report - Oshikoto ,Population census report for the Oshikoto region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Final Report - Oshikoto ,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Final Report - Otjozondjupa ,Population census report for the Otjozondjupa region of Namibia for the year 2001,Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2003,Social Development,,,Download,2001 Population Census - Final Report - Otjozondjupa ,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Population Census - Population Projections ,"National population projections for the years 2001 - 2031 based on the 2001 population census, covering three scenarios; low variant, medium variant and high variant",Namibia,,Region,,Namibia Central Bureau of Statisctics,Namibia National Planning Commission,http://www.npc.gov.na/cbs/index.htm,,,,,,,2006,Social Development,,,Download,2001 Population Census - Population Projections ,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,Second Mdg Report : Progress At Mid-Term,The second report describes the progress made by 2008 for each of the MDGs ,Namibia,,County,,Namibia National Planning Commission,,http://www.npc.gov.na/ ,,,,,,,2003,MDG,,,Download,Second Mdg Report : Progress At Mid-Term,Report,http://www.npc.gov.na/npc/publications.html ,,,,Namibia National Planning Commission,+264612834111,,
,,Summary Report of The 2003 Donor Round Table Conference ,"The report summarises the presentations on the eight NDP2 clusters that were given at the conference, It contains furthermore the statements of some of the Development Partners and provides the recon=mmendations of the conference.",Namibia,,County,,Namibia National Planning Commission,,http://www.npc.gov.na/ ,,,,,,,2003,Aid Effectiveness,,,Download,Summary Report of The 2003 Donor Round Table Conference ,Report,http://www.npc.gov.na/npc/publications.html ,,,,Namibia National Planning Commission,+264612834111,,
,,An Analysis of The Economic Challenges of Namibia and How The Donor Community Could Assist,The Country Paper was prepared for the International Conference on Development Cooperation with Middel Income Countries that was held in 2007. It hidhlights the need for development assistance in order to achieve the MDGs.,Namibia,,County,,Namibia National Planning Commission,,http://www.npc.gov.na/ ,,,,,,,2007,Social Development,,,Download,An Analysis of The Economic Challenges of Namibia and How The Donor Community Could Assist,Report,http://www.npc.gov.na/npc/publications.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,A Review of Poverty and Inequality In Namibia 2008 ,Introduction of the Namibia Poverty Line and calculation of poverty incidence. ,Namibia,,County,,Namibia National Planning Commission,Namibia Central Bureau of Statistics,http://www.npc.gov.na/ ,,,,,,,2008,Poverty,,,Download,A Review of Poverty and Inequality In Namibia 2008 ,Report,http://www.npc.gov.na/npc/publications.html ,,,,Namibia National Planning Commission,+264612834111,info@npc.gov.na,
,,Namibia Millennium Development Goals - 2004 ,The first report describes the progress made by 2004 for each of the MDGs ,Namibia,,County,,Namibia National Planning Commission,,http://www.npc.gov.na/ ,,,,,,,2008,MDG,,,Download,Namibia Millennium Development Goals - 2004 ,Report,http://www.npc.gov.na/npc/publications.html ,,,,Namibia National Planning Commission,+264612834111,,
,,Preliminary National Accounts 2008 ,Middle Income Countries,Namibia,,County,,Namibia National Planning Commission,,http://www.npc.gov.na/ ,,,,,,,2008,Public Sector,,,Download,Preliminary National Accounts 2008 ,Data,http://www.npc.gov.na/npc/publications.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,"Quarterly Gross Domestic Product - First Quarter, 2009",Report on GDP for the first quarter of 2009,Namibia,,County,,Namibia National Planning Commission,,http://www.npc.gov.na/ ,,,,,,,2009,Public Sector,,,Download,"Quarterly Gross Domestic Product - First Quarter, 2009",Other,http://www.npc.gov.na/npc/publications.html ,,,,Namibia National Planning Commission,+264612834111,,
,,2010 Namibia Consumer Price Index (Ncpi) ,Monthly reports on the Consumer Price Index developments with detailed tables,Namibia,,County,,Namibia National Planning Commission,,http://www.npc.gov.na/ ,,,,,,,2010,Social Development,,,Download,2010 Namibia Consumer Price Index (Ncpi) ,Data,http://www.npc.gov.na/npc/publications.html ,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,Highlights Over The Past 20 Years - March 2010 ,"The report describes the Development Plans designed since 1990, policies put in place, surveys conducted (such as the Household Income and Expenditure Surveys) and major cooperation agreements entered into with Development Partners. ",Namibia,,County,,Namibia National Planning Commission,,http://www.npc.gov.na/ ,,,,,,,2010,Social Development,,,Download,Highlights Over The Past 20 Years - March 2010 ,Report,http://www.npc.gov.na/npc/publications.html ,,,,Namibia National Planning Commission,+264612834111,,
,,"Highlights Over The Past 20 Years, Foreword - March 2010 ",The Foreword by the Director General of the National Planning Commission Secretariat highlights the various Development Plans and some of the major policies that were implemented as well as cooperation agtreement signed with Development Partners.,Namibia,,County,,Namibia National Planning Commission,,http://www.npc.gov.na/ ,,,,,,,2010,Social Development,,,Download,"Highlights Over The Past 20 Years, Foreword - March 2010 ",Report,http://www.npc.gov.na/npc/publications.html ,,,,Namibia National Planning Commission,+264612834111,,
,,Namibia Inter-Censal Demographic Survey Report 2006 - Revised 4 August 2010 ,The revised report presents the results of the NIDS 2006 and contains detailed tables of the most important indicators.,Namibia,,Region,,Namibia National Planning Commission,,http://www.npc.gov.na/ ,,,,,,,2010,Social Development,,,Download,Namibia Inter-Censal Demographic Survey Report 2006 - Revised 4 August 2010 ,Report,http://www.npc.gov.na/npc/publications.html ,,,,Namibia National Planning Commission,+264612834111,,
,,"2001 Namibia Population and Housing Census, Caprivi Regional Profile",Detailed results of 2001 Population and Housing Census for the Caprivi region,Namibia,,Constituency,,Namibia National Planning Commission,,http://www.npc.gov.na/,,,,,,,2003,Social Development,,,Download,"2001 Namibia Population and Housing Census, Caprivi Regional Profile",Report,http://www.npc.gov.na/publications/census_data/,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,"2001 Namibia Population and Housing Census, Erongo Regional Profile",Detailed results of 2001 Population and Housing Census for the Erongo region,Namibia,,Constituency,,Namibia National Planning Commission,,http://www.npc.gov.na/,,,,,,,2003,Social Development,,,Download,"2001 Namibia Population and Housing Census, Erongo Regional Profile",Report,http://www.npc.gov.na/publications/census_data/,,,,National Planning Commission,+264612834111,info@npc.gov.na,
1,,Global Economic Environment and The Economy of Namibia ,The Statement was presented to Parliament by the Director General as part of the Budget 2008/09 discussions,Namibia,,County,,Namibia National Planning Commission,,http://www.npc.gov.na/ ,,,,,,,,,,,Download,Global Economic Environment and The Economy of Namibia ,Report,http://www.npc.gov.na/npc/publications.html ,,,,Namibia National Planning Commission,+264612834111,,
1,,Rural Poverty Reduction Report  - Introductory Guidelines For Line Ministries On Decentralised Demand-Driven Actions Procedures ,The document presents an outline of the procedures to be followed by Line Ministries that intend to request funding for their projects.,Namibia,,County,,Namibia National Planning Commission,,http://www.npc.gov.na/ ,,,,,,,,Poverty,,,Download,Introductory Guidelines For Line Ministries On Decentralised Demand-Driven Actions Procedures ,Report,http://www.npc.gov.na/npc/publications.html ,,,,Namibia National Planning Commission,+264612834111,,
,,"2001 Namibia Population and Housing Census, Hardap Regional Profile",Detailed results of 2001 Population and Housing Census for the Hardap region,Namibia,,Constituency,,Namibia National Planning Commission,,http://www.npc.gov.na/,,,,,,,2003,Social Development,,,Download,"2001 Namibia Population and Housing Census, Hardap Regional Profile",Report,http://www.npc.gov.na/publications/census_data/,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,"2001 Namibia Population and Housing Census, Karas Regional Profile",Detailed results of 2001 Population and Housing Census for the Karas region,Namibia,,Constituency,,Namibia National Planning Commission,,http://www.npc.gov.na/,,,,,,,2003,Social Development,,,Download,"2001 Namibia Population and Housing Census, Karas Regional Profile",Report,http://www.npc.gov.na/publications/census_data/,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,"2001 Namibia Population and Housing Census, Kavango Regional Profile",Detailed results of 2001 Population and Housing Census for the Kavango region,Namibia,,Constituency,,Namibia National Planning Commission,,http://www.npc.gov.na/,,,,,,,2003,Social Development,,,Download,"2001 Namibia Population and Housing Census, Kavango Regional Profile",Report,http://www.npc.gov.na/publications/census_data/,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,"2001 Namibia Population and Housing Census, Khomas Regional Profile",Detailed results of 2001 Population and Housing Census for the Khomas region,Namibia,,Constituency,,Namibia National Planning Commission,,http://www.npc.gov.na/,,,,,,,2003,Social Development,,,Download,"2001 Namibia Population and Housing Census, Khomas Regional Profile",Report,http://www.npc.gov.na/publications/census_data/,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,"2001 Namibia Population and Housing Census, Kunene Regional Profile",Detailed results of 2001 Population and Housing Census for the Kunene region,Namibia,,Constituency,,Namibia National Planning Commission,,http://www.npc.gov.na/,,,,,,,2003,Social Development,,,Download,"2001 Namibia Population and Housing Census, Kunene Regional Profile",Report,http://www.npc.gov.na/publications/census_data/,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,"2001 Namibia Population and Housing Census, Ohangwena Regional Profile",Detailed results of 2001 Population and Housing Census for the Ohangwena region,Namibia,,Constituency,,Namibia National Planning Commission,,http://www.npc.gov.na/,,,,,,,2003,Social Development,,,Download,"2001 Namibia Population and Housing Census, Ohangwena Regional Profile",Report,http://www.npc.gov.na/publications/census_data/,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,"2001 Namibia Population and Housing Census, Omaheke Regional Profile",Detailed results of 2001 Population and Housing Census for the Omaheke region,Namibia,,Constituency,,Namibia National Planning Commission,,http://www.npc.gov.na/,,,,,,,2003,Social Development,,,Download,"2001 Namibia Population and Housing Census, Omaheke Regional Profile",Report,http://www.npc.gov.na/publications/census_data/,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,"2001 Namibia Population and Housing Census, Omusati Regional Profile",Detailed results of 2001 Population and Housing Census for the Omusati region,Namibia,,Constituency,,Namibia National Planning Commission,,http://www.npc.gov.na/,,,,,,,2003,Social Development,,,Download,"2001 Namibia Population and Housing Census, Omusati Regional Profile",Report,http://www.npc.gov.na/publications/census_data/,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,"2001 Namibia Population and Housing Census, Oshana Regional Profile",Detailed results of 2001 Population and Housing Census for the Oshana region,Namibia,,Constituency,,Namibia National Planning Commission,,http://www.npc.gov.na/,,,,,,,2003,Social Development,,,Download,"2001 Namibia Population and Housing Census, Oshana Regional Profile",Report,http://www.npc.gov.na/publications/census_data/,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,"2001 Namibia Population and Housing Census, Oshikoto Regional Profile",Detailed results of 2001 Population and Housing Census for the Ohsikoto region,Namibia,,Constituency,,Namibia National Planning Commission,,http://www.npc.gov.na/,,,,,,,2003,Social Development,,,Download,"2001 Namibia Population and Housing Census, Oshikoto Regional Profile",Report,http://www.npc.gov.na/publications/census_data/,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,"2001 Namibia Population and Housing Census, Otjozondjupa Regional Profile",Detailed results of 2001 Population and Housing Census for the Otjozondjupa region,Namibia,,Constituency,,Namibia National Planning Commission,,http://www.npc.gov.na/,,,,,,,2003,Social Development,,,Download,"2001 Namibia Population and Housing Census, Otjozondjupa Regional Profile",Report,http://www.npc.gov.na/publications/census_data/,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,2001 Namibia Population and Housing Census ,Report covering detailed results of the 2001 Population and Housing Census ,Namibia,,Region,,Namibia National Planning Commission,,http://www.npc.gov.na/,,,,,,,2003,Social Development,,,Download,2001 Namibia Population and Housing Census ,Report,http://www.npc.gov.na/publications/census_data/Final_Report_Namibia.pdf,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,National Accounts 2000-2009,"National accounts publication contains time series of main aggregates for 2000-2008, both at current and constant prices.",Namibia,,County,,Namibia National Planning Commission,,http://www.npc.gov.na/,,,,,,,2010,Financial sector,,,Download,National Accounts 2000-2009,Report,http://www.npc.gov.na/publications/Preliminary_National_Accounts_2008.pdf,,,,"Ms. N C Kali, Deputy Director Economic Statistics",,nkali@npc.gov.na,
,,"Namibia Household Income & Expenditure Survey, 2003-2004",First Income & Expenditure Survey in Namibia; objectives include providing data necessary for policy making at different sectors/levels and M&E of various development programmes.,Namibia,,Region,,Namibia Central Bureau of Statisctics,,http://www.npc.gov.na/cbs/index.htm,,,,,,,2006,Poverty,,,Download,"Namibia Household Income & Expenditure Survey, 2003-2004",Report,http://www.sarpn.org.za/documents/d0002001/Namibia_Survey_Mar2006.pdf,,,,National Planning Commission,+264612834111,info@npc.gov.na,
,,Namibia National Health Accounts 2001/02-2006/07,"describes financial flows for health care, including public, private, and donor contributions; internationally-accepted framework to track expenditures for a given year",Namibia,,County,,Namibia Ministry of Health and Social Services,"USAID Health Systems 20/20, WHO",http://www.healthnet.org.na/,,,,,,,2008,Health,Public Sector,Private Sector,Download,Namibia National Health Accounts 2001/02-2006/07,Report,http://www.who.int/nha/country/nam/Namibia_NHA_2001-2006.pdf,,,,National Planning Commission,+264612834111,info@npc.gov.na,
1,,Demographic Surveillance Site - Dodowa,The site is engaged in a collaboration with the Netherlands Health for Development Programme which conducts various research on social dimensions of health ,Ghana,,District,,Dodowa Health Research Centre,"Ghana Health Service, Netherlands Health for Development Programme",http://www.partnership-programmes.org/hrp/html/aboutus.htm ,,,,,,,,Health,MDG,,By request,Demographic Surveillance Site - Dodowa,Report,http://www.partnership-programmes.org/hrp/html/dodowa.htm ,,,,Dodowa Health Research Centre,+23321679323,,
,,Senegal Poverty Reduction Strategy Paper,"Multi-sectoral poverty reduction plan, basis for all sector development plans and investment programs",Senegal,,Region,,Senegal Interministerial Steering and Decision-Making Council,International Monetary Fund,,,,,,,,2002,Economic Policy and External Debt,Poverty,Health,Link to resource (URL),Senegal Poverty Reduction Strategy Paper,Report,http://planipolis.iiep.unesco.org/upload/Senegal/PRSP/Senegal%20PRSP%20English.pdf,,,,Senegal Interministerial Steering and Decision-Making Council,,,
1,,National Health Development Plan Pnds 2009 - 2018,"This document presents the lessons learned from previous health plan (1998-2007) describes the current national health policy and system and the relation between decentralization and Health. The second part of the document presents the vision, objectives and strategies to be implemented through 2018. It also provides information on the institutional and implementation frameworks, the planning system the coordination mechanism, the monitoring and evaluation, the administrative and financial procedures along with the financing plan ",Senegal,,Village,,Senegal Ministry of Health and Prevention,,http://www.sante.gouv.sn,,,,,,,,Health,,,Download,National Health Development Plan Pnds 2009 - 2018,Other,http://www.sante.gouv.sn/IMG/pdf/pnds2018.pdf,,,,Senegal Ministry of Health and Prevention,,cabinet@minsante.sn,
,,"National Policy Letter On Microfinance, 2005-2010","Since its emergence in the late 80s, the microfinance sector in Senegal
is growing. Today, there are more than 700 financial structures recognized decentralized (mutual basis, savings groups and credit structures-treaty). These facilities provide services and products. Financial active population at various levels and sectors of national economy thus contributing to economic growth and the fight against poverty. Despite its remarkable growth in recent years, the sector faces several constraints and weaknesses that limits development. The professionalization of institutions is one of greatest concern.",Senegal,,National,,Senegal Ministry of Women's Affairs,,http://www.famille.gouv.sn,,,,,,,2004,Economic Policy and External Debt,Financial sector,,Link to resource (URL),Lettre De Politique Nationale Sur La Microfinance,Other,http://senegal.portailmicrofinance.org/portail_senegal/la-microfinance/LettrePolitiqueSectorielle.pdf ,,,,Senegal Ministry of Women's Affairs,,,
,,Economic and Social Situation In The Regions,"The Regional Services of Statistics and Demography try, year after year, to provide an overview of the economic and social areas of Senegal, trying to identify strengths and weaknesses.This publication is just a summary of the key modes of operation of the regional economy and tries to embrace almost all of the areas of economic and social activity in the region. It is particularly highlight the quantitative information and attempts, through analysis summary, describe the situation in each sector at regional level.",Senegal,,Region,,Senegal Agence National de la Statistique et de la Démographie,,http://www.ansd.sn,,,,,,,2009,Social Development,Education,Health,Link to resource (URL),Economic and Social Situation In The Regions,Report,http://www.ansd.sn/publications_SES_region.html,,,,Mamadou Niang,,statsenegal@ansd.sn,
,,"Note D'analyse Des Comptes Nationaux Du Sénégal (Audit of National Accounts of Senegal), 2004-2006","Analysis of national accounts in two parts - summary results, tables; summarizes results of final accounts for 2004, semi-final for 2005, and preliminary for 2006",Senegal,,National,,Senegal Agence National de la Statistique et de la Démographie,,http://www.ansd.sn/,,,,,,,2007,Financial sector,Public Sector,Economic Policy and External Debt,Link to resource (URL),"Audit of National Accounts of Senegal, 2004-2006",Report,http://www.ansd.sn/publications/annuelles/NACN_0406.pdf,,,,Senegal Agence National de la Statistique et de la Démographie,,statsenegal@ansd.sn,
,,Economic and Social Situation of Senegal,"These report present population characteristics (size, composition by age, sex, etc..), their future and their dynamic
from the main demographic phenomena that are fertility, mortality, nuptiality and migration. The analysis focuses on changes
of these phenomenon in time and space, given socio-economic and cultural. Analyses based on statistical information from censuses, DHS and population projections.",Senegal,,Region,,Senegal Agence National de la Statistique et de la Démographie,,http://www.ansd.sn/ ,Cheikh Tidiane Ndiaye,Senegal Agence National de la Statistique et de la Démographie,Mamadou NIANG,ANSD,,,2010,Social Development,Education,Health,Link to resource (URL),Situation Economique Et Sociale Du Senegal 2009,Report,http://www.ansd.sn/publications/annuelles/SES_2009.pdf,,,,Mamadou Niang,,statsenegal@ansd.sn,
1,,"Balancing Access With Quality Health Care: An Assessment of The National Health Insurance Scheme (Nhis) In Ghana, 2004-2008","An independent assessment of Ghana's NHIS implementation. This study assessed the rate of subscription to the NHIS in 44 District Mutual Health Insurance Schemes
(DMHISs) across 4 administrative regions. The study also assessed the quality of healthcare provided to
members of the NHIS.",Ghana,,District,,SEND Ghana,,http://www.sendwestafrica.org,,,,,,,,,,,Download,"Balancing Access With Quality Health Care: An Assessment of The National Health Insurance Scheme (Nhis) In Ghana, 2004-2008",Report,http://www.sendwestafrica.org/west/index.php?option=com_phocadownload&view=category&id=9:nhis&Itemid=69,,,,SEND Ghana,,send@africaonline.com.gh,
,,"Monthly Bulletin of Economic Statistics, January 2008-October 2010","This is a monthly publication (2008-2010)
It gives statistics into four parts: primary, secondary, tertiary and other statistiques.Le primary sector includes agriculture (final results of the previous crop year), livestock (slaughter controlled in Senegal) and fishing craft. The secondary sector deals with industrial production (quantity index) and consumption in the tertiary sector électricité.Le trafficking of transport (land, sea, air). Other statistics concerning foreign trade (trade value), prices (Harmonised Index of Consumer Prices detailed in four quarters), public finance and tourism.
",Senegal,,3rd Administrative Level,,Senegal Agence National de la Statistique et de la Démographie,,http://www.ansd.sn/,Rokhaya Niang,Senegal Agence National de la Statistique et de la Démographie,Aïssatou GUEYE THIAM,ANSD,,,2010,Agriculture & Rural Development,Energy & Mining,Financial sector,Link to resource (URL),Monthly Bulletin of Economic Statistics,Other,http://www.ansd.sn/publications/conjoncturelles/bulletin_mens_statistique/BullStat_09_10.pdf,,,,Senegal Agence National de la Statistique et de la Démographie,,statsenegal@ansd.sn,
,,"Monthly Bulletin of Economic Statistics, September 2010","Statistics in four sectors: agriculture, livestock, fishing; industrial production and electricity; transportation; foreign trades, prices, public finance, tourism",Senegal,,Region,,Senegal Agence National de la Statistique et de la Démographie,,http://www.ansd.sn/,Magatte Wade,Senegal Agence National de la Statistique et de la Démographie,Rokhaya Niang,ANSD,,,2010,Agriculture & Rural Development,Energy & Mining,Financial sector,Link to resource (URL),"Monthly Bulletin of Economic Statistics, September 2010",Report,http://www.ansd.sn/publications/conjoncturelles/bulletin_mens_statistique/BullStat_09_10.pdf,,,,Senegal Agence National de la Statistique et de la Démographie,,statsenegal@ansd.sn,
,,"Audit Report of Public Markets, 2008","These reports provide information on efficiency, fairliness of attribution, implementation controle system of public markets used by government services and other public services delegated constituancies. The audits are conducted on a yearly basis under the responsabilite of the regulatory authoroty for public markets (ARMP) following national regulation according to article 2.13 of the fonctionning of ARMP. Reports are sent to the President of the Republic, the Prime Minister, the President of the National Assembly and the President of the Account course. It provides any appropriate recommendations for improvement. The information provided concernes all governement ministries ",Senegal,,National,,AUTORITÉ DE RÉGULATION DES MARCHÉS PUBLICS (ARMP),,http://www.armp.sn,,,,,,,2008,Financial sector,,,Link to resource (URL),"Audit Report of Public Markets, 2008",Report,http://www.armp.sn/documents,,,,ARMP,221338891160,armp@armp.sn,
,,"Survey On The Use of Ict, 
","In 2009, Regulatory agency for post and telecommunication (ARTP) requested from the National Agency of Statistics and Demography (ANSD), a National Survey on Information Technology and
Communication in Senegal (ENTICE). Considering the specific areas covered, the investigation focused on two distinct components, each component being conducted independently; the survey in households and individuals, and secondly, the survey companies and administrations. The survey looked at equipments, access and use of ICT in households, administration services and private enterprises. It also focused on e trade. ",Senegal,,Village,,Senegal Regulatory Agency for Posts and Telecommunication,Agence National de la Statistique,http://www.artp.sn,,,,,,,2009,Infrastructure,,,Link to resource (URL),"Survey On The Use of Ict, 
",Report,http://www.artp-senegal.org/telecharger/document_Enquete_nationale_sur_les_TIC_2009_319.pdf,,,,Senegal Regulatory Agency for Posts and Telecommunication,221338690369,,
,,Telecommunication Costs Evolution 2009,"The report presents the telecommnication landscape 2009, the evolution of costs and ECOWAS benchmark on telecommunication pricing 2009",Senegal,Africa,National,,Senegal Regulatory Agency for Posts and Telecommunication,,http://www.artp-senegal.org,,,,,,,2009,Infrastructure,,,Link to resource (URL),Telecommunication Costs Evolution 2009,Report,http://www.artp-senegal.org/telecharger/document_Rapport_sur_levolution_des_tarifs_-_mai_2009_65.pdf,,,,Senegal Regulatory Agency for Posts and Telecommunication,221338690369,,
,,Annual Report of Accounts 2008,"Provides information on activities conducted by the cour for the period, 13 different public administration services audited, findings and recommendations for actions to be taken by the President of the Republic for greater transparency and good governance in the execution of public services and management of public finance. ",Senegal,,*UNKNOWN,,Cours des Comptes Senegal,,http://www.courdescomptes.sn,,,,,,,2008,Financial sector,,,Link to resource (URL),Annual Report of Accounts 2008,Report,http://www.courdescomptes.sn/index,,,,Cours des Comptes Senegal,221338494001,ccomptes@courdescomptes.sn,
