1,Agricultural Census 1998-1999,survey of state of agriculture in Senegal,Senegal,,,,National Agency of Statistics and Demography,,,,,,,,,1999,Agriculture & Rural Development,,,Link to resource (URL),Agricultural Census 1998-1999,Report,http://www.fao.org/fileadmin/templates/ess/documents/world_census_of_agriculture/main_results_by_country/Senegal_2000.pdf,,,,Administrator, ,admin@datauncovered.com
1,Gross domestic product,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Analysis of external trade,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Financial and economic database,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Social indicators database,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"3-5 periodic reports on CDAW application by Senegal, January 2009",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,National guidelines for women entrepreneurs ,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"National strategy on gender equality and equity, 2004-2005",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"National policy letter on microfinance, 2005-2010",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Workplan national strategy for gender equity and equality 2009-2015,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Economic situation 2002-2008 (7 annual reports),,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Economic and political empowerment of women living with HIV/AIDS in Senegal,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Survey on family structure and poverty, 2008",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Survey on the household expenses in the capital, 2008",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Audit report on market attribution for 4 ministries (finance, livestock environment, agriculture and water)",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Final audit report of market attribution of the ministry of equipment and transportation, 2004",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Final audit report of market attribution of the ministry of housing and building, 2004",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Final audit report of market attribution of the ministry of prevention, public hygiene, and sanitation management, 2004",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Final audit report of market attribution of the minister of health and preventive medicine, 2004",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Audit reportof public markets, 2008",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Annual report of accounts 2005, 2006, 2007",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Annual report of accounts 2005, 2006, 2007",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Rapports annuels autorite de regulation de l'audiovisuel ,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,2005 Decentralisation report,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,2005 Public sector report,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,2005 Civil society report,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Annual report, 2003",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Annual report, 2005",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Annual report, 2006",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Mid-term review report, 2005",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"UNGASS reports, 2008/2010",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Evaluation survey on the impact of cash fund transfers on the project 'NETS' (Fight Against Malnutrition),,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Survey/test of data collection tools in civil status,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Survey on clients' satisfaction about ""Cash Transfer""",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Sentinel surveillance on IST/HIV/AIDS,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,The feminization of HIV/AIDS in Senegal,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Demand for reproductive health services: The case of Senegal *note - uses DHS data - stand-alone entry? ,,Senegal,,,,,,,,,,,,African Economic Research Consortium,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Gender-based violence in the southern region of Senegal,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Maps of vulnerability, interventions and services",,Senegal,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
,Ghana AIDS Response Project (GARFUND),A report written for the World Bank on multi-sectoral activities designed to combat the spread of HIV/AIDS as well as the impacts on those already affected ,Ghana,,,Region,World Bank Independent Evaluation Group,World Bank,,,,,,GARFUND,World Bank ,2007,Health,,,Link to resource (URL),"Project Performance Assessment Report, Ghana AIDS Response Project (GARFUND)",Report,http://lnweb90.worldbank.org/oed/oeddoclib.nsf/b57456d58aba40e585256ad400736404/6ed616539aae398985257309006b5067/$FILE/ghana_aids_ppar.pdf,,,,Administrator, ,admin@datauncovered.com
,Ghana Civil Society Monitoring: MDG Mornitoring Report,"This publication is the result of monitoring Ghana's performance towards realising the Millennium Development Goals 2,4,5,&6 (education and health). It also sought to understand the impact of government interventions in health and education at the community and district levels.",Ghana,,,District,SEND Ghana,,www.sendwestafrica.org,,,,,MDG Monitoring Report,SEND Ghana,2008,Education,Health,,Link to resource (URL),Ghana Civil Society Monitoring: MDG Mornitoring Report,Report,http://www.sendwestafrica.org/west/index.php?option=com_phocadownload&view=category&id=29:mdg&Itemid=69,,,,Administrator, ,admin@datauncovered.com
1,National HIV Prevalence and AIDS Estimate Report 2008-2015,A technical report that provides Ghana National HIV Prevalence Estimates and projections for 2008 to 2015 and the methodologies,Ghana,,,*UNKNOWN,National AIDS Control Programme,"DfID, Ghana AIDS Commission, Ghana Health Service, WHO",www.ghanahealthservice.org,,,,,,NACP,2009,Health,MDG,,No link,National HIV Prevalence and AIDS Estimate Report 2008-2015,Report,,,,,Administrator, ,admin@datauncovered.com
1,Investing in young people in Ghana,"Covers the characteristics, challenges and opportunities for young people in Ghana. Book in 11(eleven) chapters on aspects of life of young people - age structurem, education, employment and participation in national affairs",Ghana,,,*UNKNOWN,National Population Council,,,,,,,,,2010,Health,Education,Labor & Social Protection,No link,Investing in young people in Ghana,Other,,,,,Administrator, ,admin@datauncovered.com
1,"Health, Social and Environmental baseline survey of Oil fringe districts of Western Region, Ghana","A study that sought to explore existing health, social and environmental conditions in the six coastal district close to the oil find",Ghana,,,*UNKNOWN,AVSI/Eni-Ghana,University of Cape Coast,http://www.africa-oil-gas.com/eni_ghana-1461-1-2-art.html,,,,,"Health, Social and Environmental Baseline Survey",Eni-Ghana,2010-11,Health,Environment,Poverty,No link,"Health, Social and Environmental baseline survey of Oil fringe districts of Western Region, Ghana",Report,,,,,Administrator, ,admin@datauncovered.com
,Ghana poverty reduction strategy (GPRS I),"First medium term national development strategy, outlines policy framework for 2003-2005 ",Ghana,,,Region,National Development Planning Commission,,http://www.ndpc.gov.gh.html,,,,,Poverty Reduction Strategy Initiative,World Bank/International Monetary Fund,2003,Poverty,Economic Policy and External Debt,Health,Link to resource (URL),Ghana poverty reduction strategy (GPRS I),Report,http://www.ndpc.gov.gh/GPRS/GPRS%20I%202003-2005.pdf,,,,Administrator, ,admin@datauncovered.com
,Growth and poverty reduction strategy (GPRS II),"2005 version of Ghana's Poverty Reduction Strategy Papers; reviews progress and outlines plan for 2006-2009; central goal to ""achieve middle income status within a measurable planning period""",Ghana,,,District,National Development Planning Commission,,http://www.ndpc.gov.gh.html,,,,,Poverty Reduction Strategy Initiative,World Bank/International Monetary Fund,2005,Poverty,Economic Policy and External Debt,Health,Link to resource (URL),Growth and poverty reduction strategy (GPRS II) 2006-2009,Report,http://www.ndpc.gov.gh/GPRS/GPRS%20II%202006.pdf,,,,Administrator, ,admin@datauncovered.com
,Citizens' assessment of the National Health Insurance Scheme in Ghana,Survey to obtain feedback from citizens' perspective on whether the NHIS provides effective health care financing for the poor ,Ghana,,,Region,National Development Planning Commission,UNDP,http://www.ndpc.gov.gh.html,,,,,Implementation of the GPRSII,,2008,Health,Public Sector,Poverty,Link to resource (URL),Citizens' assessment of the National Health Insurance Scheme in Ghana,Report,http://www.ndpc.gov.gh/GPRS/Citizens'%20Assessment%20of%20NHIS%202008.pdf,,,,Administrator, ,admin@datauncovered.com
,Annual progress report of the GPRS indicators,Seventh report in a series assessing progress made in implementing policies outlined in Poverty Reduction Strategies,Ghana,,,District,National Development Planning Commission,,http://www.ndpc.gov.gh.html,,,,,Implementation of the GPRSII,,2008,Poverty,Economic Policy and External Debt,Health,Link to resource (URL),2008 Annual Progress Report,Report,http://www.ndpc.gov.gh/GPRS/AnnualProgressReport-2008.pdf,,,,Administrator, ,admin@datauncovered.com
,Rights and equity in the classroom: A case study of classroom interactions in Basic Schools in Ghana,Study to assess the extent to which gender equity and human rights education is taught and practiced in Ghanaian Basic Schools,Ghana,,,Region,"Research and Evaluation Unit, Curriculum Research and Development Division, Ghana Education Service",UNICEF Ghana,not available,Isaac Asiegbor,"Curriculum Research and Development Division, Ghana Education Service",Kathleen Finchham,"Curriculum Research and Development Division, Ghana Education Service",,UNICEF,2001,Education,Gender,,Link to resource (URL),Rights and equity in the classroom: A case study of classroom interactions in Basic Schools in Ghana,Report,http://www.unicef.org/evaldatabase/files/GHA_01-006.pdf,,,,Administrator, ,admin@datauncovered.com
1,Basic statistics and planning parameters for basic education in Ghana,,Ghana,,,,Ministry of Education,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,A study on policies and practices with regard to the imposition of levies by district assemblies and the provision of water and sanitation facilities,,Ghana,,,,Ministry of Education (? - recorded on Kofi excel file),,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Situation analysis of children and women in Ghana 2000,,Ghana,,,,UNICEF,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,A study on the constitutional and legal framework for the right to pre-tertiary education ,,Ghana,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"High Impact Rapid Delivery Supplementary Survey, 2007/2008",,Ghana,,,Region,UNICEF,,www.unicef.org,,,,,Multiple Indicator Cluster Survey (MICS) ,UNICEF,2007,,,,Link to resource (URL),,,,,,,Administrator, ,admin@datauncovered.com
1,Study on stigma and discrimination,,Ghana,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Children in Ghana,,Ghana,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Ghana HIV/AIDS sentinel surveillance survey, since 1990",,Ghana,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Annual reports of the Ministry of Health/Ghana Health Service,,Ghana,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Risk factors for chronic non-communicable diseases in Greater Accra Region, 2006",,Ghana,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Needs assessment in the oil industy,,Ghana,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Glowa-Volta project,,Ghana,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Post-harvest losses management and women's empowerment,,Ghana,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Balancing access with quality health care: An assessment of the National Health Insurance Scheme (NHIS) in Ghana, 2004-2008",,Ghana,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Private enterprises foundation (PEF) survey of 2003,,Ghana,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Business barometer in Ghana,,Ghana,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Commonwealth business council survey, 2007",,Ghana,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Crime victimisation survey, 2009",,Ghana,,,,,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
,"Namibia household income & expenditure survey, 2003-2004",First Income & Expenditure Survey in Namibia; objectives include providing data necessary for policy making at different sectors/levels and M&E of various development programmes.,Namibia,,,Region,"Central Bureau of Statistics, National Planning Commission",,http://www.npc.gov.na/cbs/index.htm,,,,,,,2006,Economic Policy and External Debt,,,Link to resource (URL),"Preliminary Report, Namibia household income & expenditure survey 2003/2004",Report,http://www.sarpn.org.za/documents/d0002001/Namibia_Survey_Mar2006.pdf,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
1,"Namibia household income & expenditure survey, 2007-2008",Second Income & Expenditure Survey in Namibia; objectives include providing data necessary for policy making at different sectors/levels and M&E of various development programmes.,Namibia,,,,,,,,,,,,,,Social Development,,,,,,,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,Namibia national health accounts 2001/02-2006/07,"describes financial flows for health care, including public, private, and donor contributions; internationally-accepted framework to track expenditures for a given year",Namibia,,,National,"Ministry of Health and Social Services; Directorate: Policy, Planning and Human Resources Development","USAID Health Systems 20/20, WHO",http://www.healthnet.org.na/,,,,,,,2008,Health,Public Sector,Private Sector,Link to resource (URL),Namibia national health accounts 2001/02-2006/07,Report,http://www.who.int/nha/country/nam/Namibia_NHA_2001-2006.pdf,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
1,Namibia consumer price index,,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/,,,,,,,,,,,,,Report,,,,,Administrator, ,admin@datauncovered.com
1,NIDS report 2004,,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Economic challenges of Namibia,,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Namibia millennium development goals - 2004,,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Second MDG report: Progress at midterm - September 2008,,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/,,,,,,,,MDG,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Summary report of the 2003 donor round table conference,,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Global economic environment and the economy of Namibia,,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,A review of poverty and equality in Namibia 2008,,Namibia,,,,National Planning Commission,,,,,,,,,,Poverty,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Quarterly gross domestic product - first quarter, 2009",,Namibia,,,,National Planning Commission,,,,,,,,,,,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,A baseline assessment of human trafficking in Namibia: A nationally-representative qualitative assessment **included in resource list but does not appear to have data  ,,Namibia,,,,,,,,,,,,,,Social Development,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Access with equity in the higher education system of Namibia,,Namibia,,,,,,,,,,,,,,Education,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Regional poverty profiles of Namibia,,Namibia,,,,,,http://www.npc.gov.na/,,,,,,,,Poverty,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,"Knowledge, attitudes and practices study on factors and traditional practices that may perpetuate or protect Namibians from gender based violence",,Namibia,,,,,,,,,,,,,,Gender,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Withdrawn: Why compainants withdraw rape cases in Namibia,,Namibia,,,,,,,,,,,,,,Social Development,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,Health and social services system review,,Namibia,,,,,,,,,,,,,,Health,,,,,,,,,,Administrator, ,admin@datauncovered.com
1,2001 Population Census - Population Projections ,"National population projections for the years 2001 - 2031 based on the 2001 population census, covering three scenarios; low variant, medium variant and high variant",Namibia,,,,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2006,Social Development,,,Link to resource (URL),2001_Population_projections_Report[1].pdf,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Final Report - Namibia ,National Population Census report for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Final_report_Namibia[1].pdf,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Detailed Tables - Namibia ,National population census tables for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Detailed_Tables_Namibia[1].pdf,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Final Report - Caprivi ,Population census report for the Caprivi region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Final_report_Caprivi[1].pdf,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Detailed Tables - Caprivi ,Population census tables for the Caprivi region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Detailed_tables_Caprivi[1].pdf,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Final Report - Erongo ,Population census report for the Erongo region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Final_report_Erongo[1].pdf,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Detailed Tables - Erongo ,Population census tables for the Erongo region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Detailed_tables_Erongo[1].pdf,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Final Report - Hardap ,Population census report for the Hardap region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Final_report_Hardap[1].pdf,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Detailed Tables - Hardap ,Population census tables for the Hardap region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Detailed_tables_Hardap[1].pdf,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Final Report - Karas ,Population census report for the Karas region or Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Final_report_Karas[1].pdf,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Detailed Tables - Karas ,Population census tables for the Karas region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Detailed_tables_Karas[1].pdf,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Final Report - Kavango ,Population census report for the Kavango region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Final_report_Kavango[1].pdf,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Detailed Tables - Kavango ,Population census tables for the Kavango region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Detailed_tables_Kavango[1].pdf,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Final Report - Khomas ,Population census report for the Khomas region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Final_report_Khomas[1].pdf,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Detailed Tables - Khomas ,Population census tables for the Khomas region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Detailed_tables_Khomas[1].pdf,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Final Report - Kunene ,Population census report for the Kunene region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Final_report_Kunene[1].pdf,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Detailed Tables - Kunene ,Population census tables for the Kunene region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Detailed_tables_Kunene[1].pdf,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Final Report - Ohangwena ,Population census report for the Ohangwena region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Final_report_Ohangwena[1].pdf,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Detailed Tables - Ohangwena ,Population census tables for the Ohangwena region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Detailed_tables_Ohangwena[1].pdf,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Final Report - Omaheke ,Population census report for the Omaheke region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Final_report_Omaheke[1].pdf,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Detailed Tables - Omaheke ,Population census tables for the Omaheke region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Detailed_tables_Omaheke[1].pdf,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Final Report - Omusati ,Population census report for the Omusati region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Final_report_Omusati[1].pdf,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Detailed Tables - Omusati ,Population census tables for the Omusati region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Detailed_tables_Omusati[1].pdf,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Final Report - Oshana ,Population census report for the Oshana region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Final_report_Oshana[1].pdf,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Detailed Tables - Oshana,Population census tables for the Oshana region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Detailed_tables_Oshana[1].pdf,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Final Report - Oshikoto ,Population census report for the Oshikoto region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Final_report_Oshikoto[1].pdf,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Detailed Tables - Oshikoto ,Population census tables for the Oshikoto region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Detailed_tables_Oshikoto[1].pdf,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
